Name;IPS10   ;IPS11   ;IPS299  ;IPS12   ;IPS13   ;IPS18   ;IPS25   ;IPS32   ;IPS34   ;IPS38   ;IPS43   ;IPS307  ;IPS306  ;PMP     ;UTL11   ;CES275  ;CES277  ;CES278  ;CES275R  ;CES277R  ;CES278 R ;CES002  ;CES003  ;CES006  ;CES011  ;CES015  ;CES017  ;CES033  ;CES046  ;CES048  ;CES049  ;CES053  ;CES088  ;CES140  ;LHEL    ;LHELX   ;LHEM    ;LHNAG   ;LHUR    ;LHU680  ;LHU5    ;LHU14   ;LHU15   ;LHU26   ;LHU27   ;CES151  ;CES155  ;HSBR    ;HSFR    ;HSNE    ;HSMW    ;HSSOU   ;HSWST   ;FYFF    ;FYGM3   ;FYGM6   ;FYGT1   ;FYGT5   ;FYGT10  ;FYAAAC  ;FYBAAC  ;Sfygm6;Sfygt1;Sfygt10;sFYAAAC  ;sFYBAAC  ;FM1     ;MZMSL;FM2;FMFBA   ;FMRRA   ;FMRNBA  ;BUSLOANS;CCINRV  ;PI071   ;PI072   ;PI073   ;PI074   ;CPIAUCSL;CPILFESL;PCEPILFE;PWFSA   ;PWFCSA  ;PWIMSA  ;PWCMSA  ;PWCMSAR ;PSCCOM  ;PSCCOMR ;PW561   ;PW561R   ;PMCP    ;EXRUS   ;EXRSW   ;EXRJAN  ;EXRUK   ;EXRCAN  ;FSPCOM  ;FSPIN   ;FSDXP   ;FSPXE   ;FSDJ    ;HHSNTN  ;PMI     ;PMNO    ;PMDEL   ;PMNV    ;MOCMQ   ;MSONDQ  
2\1\1960;26,7814;25,8292;25,322;31,877;20,844;37,5543;12,5334;27,4743;18,4188;31,2156;24,5283;21,6447;44,9347;58,6;84,6108;2,23;2,59;2,14;10,81579203;12,56183917;10,37928024;46187;19605;690,9;3053;15765;9358;6407;34908;11145;2682,5;5576,5;2506;8326;41;0,913;65620;60177;4,8;13,1;1431;1034;841;412;429;39,7;2,8;1088;1503;269;383;487;364;3,97;3,96;4,3;4,66;4,69;4,49;4,56;5,34;0,34;0,7;0,53;0,07;0,85;139,9;287,0;298,5;40666;10884;10074;40,3;56364,63;20,618;45,674;22,901;15,728;29,410;30,600;21,268;33,1;33,2;30,9;30,4;142,9377468;99;465,4880572;13,4;63,0054542;60,9;105,42;4,3375;360,62;280,3289;0,9518;55,78;59,6;3,44;16,61;624,8799;104,6;52,3;52,5;31,7;56,6;47,629;10,116
3\1\1960;26,5409;25,7409;25,2929;31,9137;20,432;37,8997;12,5603;27,0234;17,8371;31,2293;24,2268;22,4677;45,3985;52,4;83,2421;2,24;2,69;2,14;10,85481682;13,03547199;10,37022679;45933;19373;689,2;2881;15707;9301;6406;35085;11134;2686,9;5572,5;2513;8525;39;0,776;64673;59714;5,4;13;1666;1120;959;519;440;39,5;2,7;955;1109;146;206;428;329;3,84;3,31;3,61;4,02;4,31;4,25;4,49;5,25;0,3;0,71;0,94;0,24;1;139,8;287,8;299,4;40616;10796;10155;40,7;56862,88;20,636;45,524;22,945;15,745;29,410;30,600;21,270;33,4;33,6;30,9;30,7;144,3347438;99;465,4442877;13,4;62,99952985;57,3;105,38;4,3368;360,62;280,5857;0,951;55,02;58,71;3,51;16,48;614,7;102,6;47,8;52,2;28,8;50,7;46,765;9,957
4\1\1960;26,3305;25,7998;25,322;32,1341;20,4077;38,2881;12,4257;26,3922;17,1973;30,9557;24,035;22,4951;46,7898;49,8;82,2593;2,24;2,61;2,14;10,81550867;12,60199894;10,33267346;46278;19446;692,9;3004;15654;9242;6412;35366;11296;2695;5669,4;2520;8534;38;0,778;65959;60488;5,2;12,6;1735;1002;896;465;431;39,8;2,3;1016;1289;218;288;466;317;3,92;3,23;3,55;4,04;4,29;4,28;4,45;5,2;0,32;0,81;1,05;0,17;0,92;139,6;288,3;300,1;40621;10767;10161;41,1;57711,4;20,711;45,58;23,07;15,782;29,540;30,600;21,310;33,4;33,6;30,8;30,8;144,5330831;100,9;473,486626;13,4;62,8812764;60,4;105,67;4,3387;360,23;280,9495;0,963;55,73;59,46;3,47;16,67;619,98;100,6;45,3;52;28,9;45,5;47,09;10,384
5\1\1960;26,3005;25,947;25,4964;32,3177;20,6016;38,4176;12,4661;26,1517;16,9647;31,0041;23,898;22,2207;45,5015;45;81,4711;2,24;2,64;2,14;10,80351114;12,73270956;10,32121154;46040;19374;685,8;3021;15575;9169;6406;35098;11173;2691,9;5595,4;2523;8432;38;0,789;66057;60698;5,1;11,9;1718;1074;797;408;389;39,7;2,6;1052;1271;215;298;458;300;3,85;3,29;3,58;4,21;4,49;4,35;4,46;5,28;0,29;0,92;1,06;0,11;0,93;139,6;289,1;300,9;40639;10840;10344;41,4;57951,03;20,734;45,567;23,056;15,838;29,570;30,600;21,351;33,4;33,6;30,8;30,8;144,2555384;101,3;474,4508454;13,4;62,76052644;57;106,14;4,3245;360,49;280,6006;0,978;55,22;58,84;3,51;15,98;615,6399;98,6;42,6;45,8;32,3;42,5;46,563;10,385
6\1\1960;25,9698;25,6526;25,2057;32,0973;20,3835;38,2018;12,3045;25,7309;16,4218;31,0313;23,6239;22,3579;45,2954;48,5;80,2236;2,24;2,64;2,14;10,7977826;12,72595806;10,31573873;45915;19240;682;2999;15466;9078;6388;35107;11163;2687;5593,3;2528;8432;37;0,728;66168;60752;5,4;11,9;1738;1182;854;458;396;39,5;2,4;958;1247;208;323;408;308;3,32;2,46;2,74;3,36;4,12;4,15;4,45;5,26;0,28;0,9;1,69;0,3;1,11;139,6;290,2;302,3;40689;10885;10451;41,6;58387,06;20,745;45,428;23,056;15,873;29,610;30,700;21,363;33,4;33,6;30,9;30,4;142,3021111;100,6;470,9076441;13,4;62,72527267;52,6;106,33;4,3151;361,27;280,2676;0,9824;57,26;61,06;3,4;16,04;644,3799;98,2;44,4;49,2;34,8;43,9;46,967;10,302
7\1\1960;25,8796;25,5053;25,0603;31,8035;19,6079;38,2882;12,1564;25,7609;16,5188;30,7741;23,5691;22,5774;46,4291;48,2;79,7275;2,24;2,66;2,14;10,77803974;12,7989222;10,29687726;45861;19170;663,1;3002;15413;9035;6378;35133;11158;2688,7;5595,8;2536;8442;36;0,696;65909;60367;5,5;12,6;1709;1184;921;521;400;39,6;2,4;999;1197;198;306;394;299;3,23;2,3;2,71;3,2;3,79;3,9;4,41;5,22;0,41;0,9;1,6;0,51;1,32;140,2;291,7;304,1;40794;10994;10615;41,7;58746,71;20,783;45,435;23,097;15,912;29,550;30,600;21,397;33,5;33,7;30,8;30,4;142,075992;100,7;470,6267234;13,4;62,62560172;49,9;106,05;4,3136;359,32;280,8418;0,9785;55,84;59,25;3,49;15,65;625,8301;97,9;43,7;45,7;35,8;41,9;46,782;9,957
8\1\1960;25,8496;25,4464;25,0603;31,877;19,826;38,2882;11,9949;25,6407;16,4218;30,6124;23,4595;22,6597;46,0684;50,3;79,0505;2,25;2,68;2,15;10,80691643;12,87223823;10,32660903;45800;19105;682,8;2973;15360;9007;6353;35167;11157;2712;5590,9;2543;8472;35;0,658;65895;60375;5,6;12,2;1746;1287;927;517;410;39,3;2,4;994;1344;229;283;479;353;2,98;2,3;2,59;2,95;3,62;3,8;4,28;5,08;0,29;0,65;1,5;0,48;1,28;141,3;294,2;306,9;40895;11078;10782;41,7;58947,15;20,82;45,442;23,144;15,944;29,610;30,600;21,431;33,4;33,6;30,8;29,8;139,0509076;100,5;468,9468527;13,4;62,52624703;50,6;105,76;4,3106;358,81;281,0237;0,9699;56,51;59,96;3,43;16,45;624,47;97,5;47,6;55,6;38;39,1;48,066;9,939
9\1\1960;25,5791;25,2402;24,915;31,7301;19,5837;38,1586;11,8872;25,2199;16,2085;30,3964;23,2128;22,8517;46,0684;50;77,9187;2,26;2,68;2,16;10,84765288;12,86358837;10,36766823;45734;19057;678,3;2959;15330;8985;6345;35171;11140;2696,6;5589,7;2549;8494;34;0,649;66267;60512;5,5;12,9;1677;1213;982;516;466;39,1;2,3;984;1097;194;292;384;227;2,6;2,48;2,83;3,07;3,61;3,8;4,25;5,01;0,35;0,59;1,32;0,45;1,21;141,2;295,5;308,4;41040;11147;10932;41,8;59364,65;20,834;45,234;23,156;15,985;29,610;30,600;21,450;33,4;33,7;30,8;30;139,8601399;98,9;461,0722611;13,4;62,47086247;48,4;105,82;4,3069;358,81;281,2715;0,9726;54,81;57,96;3,55;16,34;598,1001;96,1;45,4;50,5;37,3;40,8;47,984;9,92
10\1\1960;25,549;25,3875;25,0312;32,0606;19,8018;38,5472;11,7929;25,1297;16,0147;30,2131;23,1854;22,8791;46,326;51,2;77,5287;2,27;2,69;2,16;10,88207095;12,89549377;10,35474593;45642;18952;677,2;2956;15231;8902;6329;35192;11134;2691,9;5595,3;2548;8502;32;0,558;65632;60196;6,1;13,5;1766;1282;1189;623;566;39,4;2,4;972;1246;286;272;386;302;2,47;2,3;2,73;3,04;3,76;3,89;4,3;5,11;0,43;0,74;1,59;0,41;1,22;140,9;296,4;309,5;41097;11216;11049;42,0;59628,99;20,86;45,194;23,192;16,01;29,750;30,800;21,465;33,7;34;30,8;30,2;140,6941533;98,2;457,4889355;13,4;62,42720708;45;106,01;4,3083;358,81;281,1582;0,9787;53,73;56,9;3,6;16,11;582,45;94,8;46;50,1;36,2;39,7;47,14;9,655
11\1\1960;25,1883;25,1224;24,7405;31,473;19,1474;38,1587;11,766;24,4684;15,3361;29,8967;22,7469;22,9614;45,6046;45,6;75,7724;2,26;2,69;2,15;10,79686604;12,85113702;10,27135486;45446;18799;666,3;2936;15112;8802;6310;35163;11092;2687,1;5573,6;2557;8516;32;0,548;66109;60596;6,1;13,9;1718;1367;1223;673;550;39;2,1;979;1246;302;277;391;276;2,44;2,37;2,66;3,08;3,81;3,93;4,31;5,08;0,29;0,71;1,56;0,38;1,15;140,9;298,2;310,9;41130;11299;11166;42,2;59874,01;20,932;45,502;23,26;16,058;29,780;30,800;21,531;33,7;34;30,7;30,2;140,2628768;97,6;453,2998932;13,4;62,23584599;46,9;106,01;4,3074;359,97;281,3516;0,9769;55,47;58,89;3,51;17,26;601,1399;93,4;44,3;48,2;37,6;41,7;46,597;9,338
12\1\1960;24,7074;24,769;24,4207;31,2527;18,493;38,1155;11,4968;23,807;14,6187;29,8139;22,3632;23,0437;45,9138;47,5;74,2557;2,27;2,71;2,16;10,84256783;12,94421093;10,31715705;45146;18548;658;2862;14947;8681;6266;35195;11061;2683,7;5562,7;2560;8597;30;0,482;65778;60156;6,6;12,4;2102;1468;1142;588;554;38;2;951;1063;145;247;352;319;1,98;2,25;2,5;2,86;3,67;3,84;4,35;5,1;0,25;0,61;1,59;0,51;1,26;140,7;299,9;312,4;40977;11247;11172;42,4;60025,31;20,936;45,15;23,301;16,071;29,810;30,700;21,518;33,6;33,8;30,7;30,3;140,8123432;96,4;447,9970257;13,4;62,27344549;46,6;106,19;4,3056;359,58;280,7371;0,9825;56,8;60,22;3,41;18,71;609,54;93,9;44,3;47,5;40,4;39,3;45,957;10,262
1\1\1961;24,7374;24,7395;24,3626;30,9956;17,8144;38,245;11,5775;24,0175;14,7932;29,9331;22,3906;23,2907;46,3261;47,3;74,1095;2,27;2,72;2,16;10,84204996;12,99135502;10,31666428;45119;18508;652,4;2909;14863;8592;6271;35175;11054;2679,4;5564,2;2565;8564;30;0,476;65776;60354;6,6;13,7;1884;1477;1328;688;640;39,2;2,1;969;1183;148;311;430;294;1,45;2,24;2,47;2,81;3,67;3,84;4,32;5,1;0,23;0,57;1,6;0,48;1,26;141,1;301,3;314,1;40960;11324;11259;42,4;60671,85;20,937;45,26;23,296;16,065;29,840;30,800;21,522;33,6;33,8;30,6;30,4;141,2508131;97,6;453,4894527;13,4;62,26187157;49,1;106,46;4,3066;358,94;280,6399;0,9931;59,72;63,2;3,28;19,25;632,2;94,4;43,9;47,2;39,2;40,5;44,303;9,793
2\1\1961;24,7074;24,769;24,3626;31,1792;17,7174;38,504;11,4698;23,8371;14,5605;30,0717;22,281;23,2906;48,2327;49,2;73,512;2,27;2,72;2,16;10,83377082;12,98143464;10,30878633;44969;18418;646,3;2888;14801;8532;6269;35138;11004;2673,7;5534;2567;8587;30;0,46;65588;60116;6,9;13,6;2037;1407;1416;751;665;39,3;2,1;961;1226;226;268;444;288;2,54;2,42;2,6;2,93;3,66;3,78;4,27;5,07;0,18;0,51;1,36;0,49;1,29;141,6;303,4;316,5;40945;11229;11096;42,5;60310,13;20,953;45,271;23,315;16,077;29,840;30,800;21,535;33,7;34;30,7;30,5;141,6299048;99,5;462,0385419;13,4;62,22428605;50,3;106,43;4,3208;358,94;279,99;0,9898;62,17;65,71;3,13;19,41;650,01;94,9;43,6;48,7;41,1;36,6;44,309;9,854
3\1\1961;24,8577;24,8868;24,3917;31,1792;17,7174;38,504;11,4564;24,0475;14,5799;30,6684;22,4455;22,9889;45,7592;55,4;73,8637;2,27;2,74;2,16;10,83997899;13,08437992;10,31469366;45051;18438;644,6;2910;14802;8527;6275;35224;11028;2672,3;5576,8;2567;8611;30;0,458;65850;60444;6,9;14,1;1863;1476;1463;769;694;39,2;2,1;1000;1312;227;314;428;343;2,02;2,39;2,54;2,88;3,6;3,74;4,22;5,02;0,15;0,49;1,35;0,48;1,28;141,9;305,2;318,3;40851;11108;11038;42,7;60455,46;20,941;45,315;23,271;16,085;29,840;30,900;21,546;33,6;33,8;30,8;30,3;140,6293512;101,4;470,6209969;13,4;62,19251833;50,2;105,7;4,3208;358,94;279,75;0,9875;64,12;67,83;3,03;20,06;670,5601;96;49,1;55,2;42,1;38,9;47,133;9,863
4\1\1961;25,3687;25,2697;24,7987;31,9137;19,002;38,8493;11,5776;24,769;15,2585;31,071;22,9662;23,4278;45,8107;61,7;75,3829;2,29;2,76;2,18;10,94227829;13,18807339;10,41666667;44997;18432;639,6;2883;14825;8552;6273;35194;10989;2667,2;5513,1;2573;8629;30;0,455;65374;60337;7;15,5;1729;1427;1598;796;802;39,1;2,2;1002;1166;228;245;415;278;1,49;2,29;2,47;2,88;3,57;3,78;4,25;5,01;0,18;0,59;1,49;0,47;1,23;142,1;306,5;319,9;40823;11123;11066;42,8;60075,87;20,928;45,417;23,189;16,113;29,810;30,900;21,569;33,4;33,6;30,7;30,2;140,0157634;102,4;474,755436;13,5;62,58982799;51,8;105,75;4,3249;360,75;279,8101;0,989;65,83;69,64;2,95;20,82;684,8999;97;57,6;67,7;47,5;41,3;47,857;9,766
5\1\1961;25,7594;25,4464;25,0022;32,281;19,6079;39,1083;11,591;25,5205;15,9759;31,5082;23,3225;24,0588;46,1199;66,6;76,356;2,3;2,77;2,19;10,98376313;13,22827125;10,45845272;45119;18523;639,7;2866;14932;8657;6275;35260;10992;2671,3;5533,8;2580;8664;32;0,474;65449;60350;7,1;15,6;1748;1432;1686;827;859;39,3;2,2;1027;1228;230;269;461;268;1,98;2,29;2,45;2,87;3,47;3,71;4,27;5,01;0,16;0,58;1,42;0,56;1,3;142,7;308,2;322,2;40791;11035;10940;42,7;60179,69;20,94;45,531;23,179;16,131;29,840;30,900;21,598;33,3;33,4;30,6;29,9;138,4387443;101,8;471,3399389;13,5;62,50578757;55;105,81;4,3288;361,93;279,3997;0,9876;66,5;70,34;2,92;21,06;693,03;98,1;58,9;64,8;47,9;44;48,631;9,514
6\1\1961;26,1201;25,7114;25,2348;32,6482;20,2623;39,281;11,6853;25,9112;16,3636;31,8224;23,6787;23,7021;44,7286;65,3;77,3241;2,31;2,79;2,2;11,0257267;13,31678679;10,50069209;45289;18618;642,4;2907;14981;8688;6293;35359;11009;2670,4;5550;2587;8688;32;0,486;65993;60773;6,9;16,2;1841;1419;1651;723;928;39,6;2,3;1070;1382;263;283;494;342;1,73;2,33;2,54;3,06;3,81;3,88;4,33;5,03;0,21;0,73;1,55;0,45;1,15;142,9;309,9;324,3;40902;11087;11024;42,7;60334,75;20,951;45,602;23,147;16,167;29,840;31,000;21,632;33,3;33,4;30,5;29,5;136,3720414;98,9;457,1930473;13,5;62,40754438;50;106,34;4,3208;361,93;278,98;1,0053;65,62;69,48;2,99;21,32;691,4399;98,2;58,1;64;49,3;42;49,944;10,061
7\1\1961;26,4207;25,9176;25,4092;32,942;20,6259;39,4536;11,7526;26,2719;16,7708;31,9979;23,9802;23,6198;48,0265;64,3;78,1087;2,32;2,77;2,21;11,04972376;13,19298914;10,52581444;45400;18640;642,5;2883;15029;8735;6294;35484;11044;2678,5;5562,7;2592;8724;33;0,496;65608;60455;7;17,3;1789;1356;1830;839;991;39,6;2,5;1083;1335;259;269;482;325;1,17;2,24;2,45;2,92;3,84;3,92;4,41;5,09;0,21;0,68;1,68;0,49;1,17;142,9;310,9;325,6;40980;11124;11070;42,9;60395,98;20,996;45,638;23,218;16,192;29,920;31,000;21,665;33,3;33,5;30,5;29,7;137,0874683;99,4;458,8045234;13,5;62,31248558;50,9;107,16;4,3161;362,06;278,74;1,0341;65,44;69,15;2,99;21,44;690,6599;98,4;58,2;64,5;49,4;45,3;48,458;10,526
8\1\1961;26,6611;26,0943;25,5836;33,1624;20,6744;39,799;11,8064;26,7829;17,1198;32,6047;24,3091;24,1685;47,2536;68,4;78,9783;2,33;2,78;2,22;11,0878462;13,22927572;10,56438565;45535;18725;644,5;2902;15093;8787;6306;35574;11047;2692,5;5563,7;2599;8764;34;0,538;65852;60486;6,6;17;1701;1387;1649;749;900;39,7;2,5;1159;1312;234;259;503;316;2;2,39;2,66;3,06;3,96;4,04;4,45;5,11;0,27;0,67;1,65;0,41;1,07;143,5;312,6;327,6;41227;11234;11169;43,1;60619,48;21,014;45,719;23,229;16,209;29,940;31,100;21,690;33,4;33,5;30,5;30,5;140,6177962;100;461,0419548;13,5;62,2406639;52,2;107,07;4,3172;362,06;280,2898;1,0316;67,79;71,69;2,91;22,18;718,6399;98,5;60,7;62,9;50,6;54,5;51,173;11,021
9\1\1961;26,6311;26,0354;25,4673;32,6115;19,511;39,5831;11,9814;26,8431;17,3524;32,4893;24,1172;24,3057;45,5015;66,8;78,1562;2,32;2,8;2,2;11,02714007;13,30861733;10,45677076;45591;18730;646,8;2918;15080;8779;6301;35657;11052;2686,1;5561,8;2604;8796;35;0,555;65541;60520;6,7;16,1;1859;1297;1531;686;845;39,2;2,6;1098;1429;305;286;510;328;1,88;2,28;2,68;3,06;3,9;3,98;4,45;5,12;0,4;0,78;1,7;0,47;1,14;143,8;314,1;329,5;41417;11289;11251;43,2;60883,09;21,039;45,853;23,238;16,234;29,980;31,100;21,723;33,3;33,5;30,5;30,3;139,4834968;99,4;457,579524;13,5;62,14611242;53,9;107,03;4,3165;362,06;281,22;1,0309;67,26;70,89;2,93;21,15;711,02;97,9;63;69,5;50,7;56,3;50,665;10,404
10\1\1961;27,1421;26,4772;25,9616;33,4929;20,6016;40,2738;11,9679;27,324;17,4494;33,3717;24,6105;24,58;47,6658;66,3;79,5528;2,34;2,8;2,23;11,12431662;13,31114809;10,60137865;45716;18805;642,1;2935;15143;8818;6325;35716;11064;2690,8;5571;2608;8805;37;0,6;65919;60716;6,5;15,9;1811;1288;1481;659;822;39,9;2,7;1123;1415;263;292;511;349;2,26;2,3;2,66;3,05;3,8;3,92;4,42;5,13;0,36;0,75;1,62;0,5;1,21;144,1;315,6;331,1;41651;11413;11342;43,5;61158,22;21,035;45,804;23,213;16,25;29,980;31,100;21,728;33,3;33,4;30,4;30,3;139,4513991;98,6;453,7923417;13,5;62,13181149;55,5;106,99;4,3228;362,06;281,5398;1,0305;68;71,42;2,91;21,31;703,01;97,4;62,2;68,3;52,4;56,7;50,955;10,514
11\1\1961;27,5629;26,919;26,4849;34,0805;21,5227;40,6623;12,291;27,6847;17,7984;33,8848;25,049;24,4977;48,2326;58,3;80,7658;2,34;2,83;2,23;11,12325902;13,45248847;10,60037078;45931;18927;642,6;2941;15259;8910;6349;35816;11095;2694,3;5594,9;2614;8812;38;0,656;66081;60991;6,1;17;1638;1269;1388;622;766;40,3;2,8;1152;1385;253;296;492;344;2,61;2,48;2,7;3,07;3,82;3,94;4,39;5,11;0,22;0,59;1,46;0,45;1,17;144,8;318,5;333,4;41782;11482;11384;43,7;61748,29;21,037;45,57;23,225;16,269;29,980;31,200;21,725;33,4;33,5;30,5;30,2;139,0103567;97,6;449,2520138;13,5;62,14039125;51,9;107,15;4,3228;362,06;281,49;1,0359;71,08;74,72;2,83;21,99;724,74;96,8;59;65,1;51,1;54,6;53,151;10,869
12\1\1961;27,8033;27,0957;26,6593;34,1539;21,9105;40,6623;12,3314;28,0755;18,0892;34,3768;25,3779;24,6623;47,6659;66,1;81,6041;2,35;2,84;2,24;11,1670785;13,49553317;10,64436419;46035;18981;638,8;2951;15309;8941;6368;35890;11094;2692,4;5602,3;2621;8836;38;0,674;65900;60908;6;15,8;1734;1175;1361;623;738;39,7;2,8;1161;1365;256;278;503;328;2,33;2,6;2,88;3,18;3,91;4,06;4,42;5,1;0,28;0,58;1,46;0,36;1,04;145,2;320,7;335,5;41853;11499;11366;44,1;62248,53;21,044;45,638;23,205;16,289;30,010;31,200;21,746;33,4;33,6;30,6;30,6;140,7155339;99,6;458,0152672;13,5;62,0803826;56,3;107,34;4,3161;362,06;280,96;1,0429;71,74;75,81;2,85;21,25;728,4399;99;64,2;73,4;55,8;56,1;54,138;10,31
1\1\1962;27,5629;26,8601;26,5139;33,8968;21,4257;40,4896;12,291;27,8651;18,0698;33,4349;25,0216;25,0189;48,2327;66,4;80,2408;2,36;2,87;2,25;11,19385287;13,61286344;10,67210549;46040;18936;638,7;2892;15322;8948;6374;35955;11112;2705,7;5602,8;2625;8851;40;0,727;66108;61014;5,8;15,3;1701;1161;1235;561;674;39,2;2,8;1122;1361;276;235;485;365;2,15;2,72;2,94;3,28;3,94;4,08;4,42;5,08;0,22;0,56;1,36;0,34;1;145,2;321,9;337,5;41864;11490;11403;44,3;62282,8;21,083;45,586;23,233;16,346;30,040;31,200;21,773;33,5;33,7;30,5;30,6;140,5410371;100,4;461,1215726;13,5;62,0033987;57,1;107,39;4,3182;362;281,1001;1,0452;69,07;72,99;2,97;20,45;705,1599;101,2;60,9;59,4;57,1;59;53,663;10,912
2\1\1962;28,0137;27,2135;26,7756;34,1172;21,5469;40,7486;12,4661;28,316;18,2831;34,4362;25,4601;24,9641;48,5934;64,7;81,4267;2,36;2,79;2,26;11,16367077;13,19772942;10,69063387;46309;19109;637,8;2975;15411;9029;6382;36078;11149;2719,2;5626,5;2630;8878;39;0,747;66538;61249;5,5;16;1504;1118;1244;561;683;39,9;2,8;1194;1278;215;275;498;290;2,37;2,73;2,93;3,28;3,89;4,04;4,42;5,07;0,2;0,55;1,31;0,38;1,03;145,7;323,6;340,1;41810;11301;11233;44,5;62640,35;21,14;45,654;23,329;16,37;30,110;31,200;21,806;33,6;33,8;30,6;30,5;139,8697606;98,5;451,7105384;13,5;61,90956617;54,7;107,49;4,3269;361,96;281,46;1,0489;70,22;74,22;2,95;20,79;711,95;103,4;61,1;61,8;56,2;58,6;53,067;11,655
3\1\1962;28,164;27,4196;27,0373;34,3743;21,862;41,0076;12,6276;28,346;18,3219;34,472;25,6794;25,1835;48,4903;66,9;81,8912;2,37;2,86;2,26;11,19561623;13,5103217;10,67598847;46375;19109;635,5;2941;15451;9065;6386;36167;11171;2725,8;5642,3;2636;8901;39;0,737;66493;61336;5,6;15;1721;1049;1162;523;639;40,1;2,8;1134;1443;252;284;536;371;2,85;2,72;2,87;3,06;3,68;3,93;4,39;5,04;0,15;0,34;1,21;0,46;1,11;146;325,7;343,1;41923;11259;11170;44,8;63128,57;21,169;45,743;23,349;16,399;30,170;31,300;21,858;33,5;33,7;30,6;30,5;139,5370116;99;452,9234148;13,5;61,76228383;56,8;107,48;4,3399;361,79;281,5298;1,0496;70,29;74,22;2,95;20,66;714,21;101,1;60,6;60,1;57;57,5;52,772;10,406
4\1\1962;28,2241;27,6258;27,2989;34,6681;22,371;41,0508;12,7084;28,316;18,3025;34,4327;25,7068;25,1835;48,9025;57,4;81,7429;2,38;2,89;2,26;11,22800396;13,63400481;10,66188612;46679;19258;632,5;3018;15524;9102;6422;36343;11252;2731,2;5681,4;2641;8922;39;0,74;66372;61363;5,6;14,9;1629;1105;1122;499;623;40,1;2,8;1235;1524;280;326;515;403;2,78;2,73;2,83;2,99;3,6;3,84;4,33;5,02;0,1;0,26;1,11;0,49;1,18;146,4;327,4;345,5;42096;11330;11258;45,1;63866,91;21,197;45,757;23,397;16,413;30,210;31,300;21,865;33,5;33,6;30,6;30,1;137,6629316;97,3;445,0034301;13,5;61,74251086;53,6;107,51;4,3457;362,02;281,3997;1,0501;68,05;71,64;3,05;19,66;690,28;98,8;55,1;57,3;47,4;53,5;51,355;11,397
5\1\1962;28,1941;27,7731;27,4152;34,8517;22,5649;41,3097;12,7084;27,9252;17,9341;34,5119;25,652;25,4853;49,0056;55,3;81,3349;2,38;2,86;2,27;11,22112211;13,48420556;10,70249882;46668;19253;631,4;3025;15513;9110;6403;36373;11216;2736,6;5666;2649;8958;40;0,768;66688;61724;5,5;15,5;1543;1131;1134;507;627;40,2;2,8;1142;1483;284;289;518;392;2,36;2,69;2,78;3,03;3,66;3,87;4,28;5;0,09;0,34;1,18;0,41;1,13;146,8;329,3;347,5;42194;11384;11323;45,4;64601,04;21,21;45,767;23,378;16,449;30,240;31,400;21,893;33,4;33,5;30,6;30,1;137,4868679;96,5;440,780158;13,5;61,66354543;52;108,37;4,3294;361,99;281,21;1,0823;62,99;66,32;3,32;17,54;643,71;96,5;52,2;53,6;45,2;50,3;52,286;10,764
6\1\1962;28,134;27,8025;27,3861;34,6313;22,1528;41,1803;12,8295;27,835;17,7402;34,7074;25,5971;25,9242;49,0572;54,8;80,9291;2,37;2,87;2,26;11,16923512;13,52561384;10,6508318;46644;19186;624,7;2960;15518;9109;6409;36458;11222;2745,1;5669,9;2655;9000;39;0,752;66670;61727;5,5;15,1;1598;1101;1079;506;573;40;2,8;1154;1404;272;260;517;355;2,68;2,73;2,8;3,03;3,64;3,91;4,28;5,02;0,07;0,3;1,18;0,37;1,11;146,6;330,7;349,3;42259;11328;11226;45,8;65137,42;21,219;45,812;23,363;16,472;30,210;31,400;21,920;33,4;33,5;30,6;29,9;136,4051095;94,9;432,9379562;13,5;61,58759124;51,7;108,51;4,3156;361,95;280,8301;1,088;55,63;58,32;3,78;14,67;572,6399;95,5;50,8;52,5;43,3;46,4;51,524;10,6
7\1\1962;28,4045;28,0676;27,735;35,2189;22,6376;41,6983;12,9372;28,0755;17,9341;34,7589;25,8438;26,3083;49,1602;54,7;81,476;2,39;2,9;2,27;11,26986372;13,67473004;10,70401283;46720;19248;617,6;3025;15522;9117;6405;36498;11212;2745,5;5674,6;2659;9026;39;0,757;66483;61643;5,4;14,6;1592;1142;1049;484;565;40,1;2,8;1189;1450;262;284;520;384;2,71;2,92;3,08;3,29;3,8;4,01;4,34;5,05;0,16;0,37;1,09;0,33;1,04;146,5;331,9;350,8;42398;11394;11302;46,0;65512,18;21,207;45,847;23,312;16,484;30,220;31,400;21,933;33,4;33,4;30,6;30,2;137,6920622;94,4;430,4016778;13,5;61,5510874;51,6;108,26;4,3174;361,95;280,6597;1,0793;56,97;59,61;3,68;15,05;581,78;94,4;51;53,2;45,1;43,8;52,954;10,685
